,artist,trap,hip hop,indie,punk,rap,jazz,pop,metal,country,folk,bluegrass,house,rock,opera,classical,instrumental,funk,broadway,genre
0,A Boogie Wit da Hoodie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rap, trap music"
1,21 Savage,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, rap, trap music"
2,Soundtrack,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"nyc rap, house"
3,Meek Mill,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, philly rap, pop, pop rap, rap, southern hip hop, trap music"
4,Post Malone,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"pop, rap"
5,Travis Scott,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"pop, pop rap, rap"
6,Lady Gaga & Bradley Cooper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Drake,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
8,Kodak Black,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"miami hip hop, rap, trap music"
9,Bad Bunny,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"reggaeton, trap latino"
10,Juice WRLD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,chicago rap
11,Cardi B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"pop, rap"
12,YoungBoy Never Broke Again,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trap music
13,Lil Baby & Gunna,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, atl trap, rap, trap music, atl hip hop, hip hop, pop rap, rap, southern hip hop, trap music, chicago rap, drill, hip hop, rap, southern hip hop, trap music, canadian hip hop, pop, pop rap, rap, southern hip hop, trap music"
14,Luke Combs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country road"
15,Ariana Grande,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, post-teen pop"
16,Billie Eilish,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"electropop, pop"
17,XXXTENTACION,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"emo rap, miami hip hop"
18,Lil Baby,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, atl trap, rap, trap music"
19,Imagine Dragons,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"modern rock, rock"
20,Lil Wayne,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, new orleans rap, pop, pop rap, rap, trap music"
21,6ix9ine,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"emo rap, nyc rap, trap music"
22,Panic! At The Disco,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"emo, modern rock, pop punk"
23,Taylor Swift,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, post-teen pop"
24,Ed Sheeran,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"pop, uk pop"
25,Dan + Shay,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,contemporary country
26,Original Broadway Cast Recording,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"broadway, hollywood, show tunes, vocal jazz, hollywood, show tunes, alternative hip hop, show tunes, show tunes, hollywood, show tunes, hollywood, show tunes, broadway, show tunes"
27,Ella Mai,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, r&b, uk contemporary r&b"
28,Metro Boomin,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, pop, pop rap, rap, southern hip hop, trap music, atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music"
29,Gucci Mane,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music"
30,Lauren Daigle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ccm, christian music, worship"
31,Eminem,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"detroit hip hop, g funk, hip hop, rap"
32,Ski Mask The Slump God,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"miami hip hop, rap, trap music"
33,Trippie Redd,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rap, trap music"
34,Khalid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,pop
35,Benny Blanco,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"dance pop, electropop, pop, tropical house, dance pop, electropop, etherpop, indie poptimism, pop, post-teen pop, pop"
36,Bazzi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, post-teen pop"
37,Nicki Minaj,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, hip pop, pop, pop rap, post-teen pop, r&b"
38,Kane Brown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country road"
39,Shawn Mendes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"canadian pop, dance pop, pop, post-teen pop, viral pop"
40,Migos,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap music"
41,Journey,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, classic rock, hard rock, mellow gold, rock, soft rock"
42,Camila Cabello,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, post-teen pop, r&b"
43,Future & Juice WRLD,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap music"
44,Kendrick Lamar,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"conscious hip hop, hip hop, pop rap, rap, west coast rap"
45,Chris Stapleton,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,contemporary country
46,Daryl Hall John Oates,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"album rock, folk rock, mellow gold, rock, soft rock, yacht rock"
47,twenty one pilots,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"pop punk, rock"
48,5 Seconds Of Summer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"boy band, dance pop, pop, post-teen pop"
49,Thomas Rhett,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country road, modern country rock, contemporary country"
50,Sheck Wes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rap, trap music, underground hip hop, vapor trap"
51,Lil Uzi Vert,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"philly rap, rap, trap music"
52,Tory Lanez,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"canadian hip hop, hip hop, pop, pop rap, r&b, rap, southern hip hop, trap music"
53,Bebe Rexha,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, electropop, pop, post-teen pop"
54,Mac Miller,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, pittsburgh rap, pop rap, rap"
55,Elton John,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"glam rock, mellow gold, piano rock, rock, soft rock"
56,Fleetwood Mac,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock"
57,Maroon 5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,pop
58,NF,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"hip hop, rap"
59,Bob Marley And The Wailers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,reggae
60,H.E.R.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"pop, r&b"
61,Queen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"glam rock, rock"
62,Tom Petty And The Heartbreakers,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"album rock, classic rock, folk rock, hard rock, heartland rock, mellow gold, pop rock, psychedelic rock, rock, roots rock, soft rock"
63,BTS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k-pop
64,J. Cole,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"conscious hip hop, hip hop, nc hip hop, pop rap, rap"
65,Jason Aldean,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country, country road"
66,Kevin Gates,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, pop rap, rap, southern hip hop, trap music"
67,Billy Joel,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"album rock, classic rock, folk rock, mellow gold, piano rock, rock, singer-songwriter, soft rock"
68,SZA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, pop, pop rap, r&b, rap"
69,Mitchell Tenpenny,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country pop, heartland rock"
70,Quavo,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, pop, pop rap, rap, southern hip hop, trap music"
71,Dua Lipa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, post-teen pop, uk pop"
72,Halsey,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, electropop, etherpop, indie poptimism, pop, post-teen pop"
73,The Weeknd,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"canadian contemporary r&b, canadian pop, pop, rap, electro, electronic, filter house"
74,2Pac,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
75,Bob Seger & The Silver Bullet Band,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"album rock, classic rock, folk rock, hard rock, heartland rock, mellow gold, rock, soft rock, southern rock"
76,Michael Jackson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, motown"
77,Brett Young,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,contemporary country
78,Bruno Mars,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, post-teen pop"
79,Eagles,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"album rock, classic rock, folk rock, heartland rock, mellow gold, rock, soft rock, yacht rock"
80,The Chainsmokers,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,"dance pop, edm, electropop, pop, tropical house, contemporary country, indonesian jazz, pop, post-teen pop"
81,6LACK,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative r&b, atl hip hop, hip hop, pop, pop rap, rap, trap music"
82,Red Hot Chili Peppers,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"alternative rock, funk metal, permanent wave, post-grunge, rock"
83,Mumford & Sons,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"folk-pop, modern rock, neo mellow, stomp and holler, uk americana"
84,Ozuna,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"reggaeton, trap latino"
85,Lil Mosey,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rap conscient, trap music, vapor trap"
86,Lil Skies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trap music
87,Chris Brown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, pop rap, r&b, rap"
88,Dolly Parton,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"country, country dawn, traditional country"
89,Daniel Caesar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"canadian contemporary r&b, pop, r&b, alternative r&b, colombian pop, pop"
90,The Beatles,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"british invasion, merseybeat, psychedelic rock, rock"
91,Rihanna,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, post-teen pop, r&b, urban contemporary, hip hop, pop, pop rap, r&b, rap"
92,Guns N' Roses,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, hard rock, rock"
93,Lil Durk,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"chicago rap, drill, hip hop, rap, southern hip hop, trap music"
94,Michael Buble,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"adult standards, canadian pop, lounge"
95,Adele,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"british soul, pop, uk pop"
96,Carrie Underwood,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country, country dawn, country road, dance pop, pop, post-teen pop"
97,Sam Smith,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"pop, post-teen pop"
98,Lil Peep,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"emo rap, lgbtq+ hip hop"
99,Playboi Carti,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap music, underground hip hop"
100,Joji,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative r&b, viral pop"
101,Kacey Musgraves,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country dawn, dance pop"
102,The Notorious B.I.G.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap"
103,Prince,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"funk, minneapolis sound, motown"
104,R. Kelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"new jack swing, urban contemporary"
105,G-Eazy,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, indie pop rap, pop, pop rap, rap, la pop"
106,Gunna,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap music"
107,The 1975,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"modern alternative rock, nu gaze, pop, shiver pop"
108,Jon Pardi,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country road, modern country rock"
109,Lynyrd Skynyrd,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, blues-rock, classic rock, hard rock, mellow gold, rock, southern rock"
110,Bryson Tiller,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, pop, pop rap, r&b, rap, trap music"
111,Elvis Presley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"adult standards, christmas, rock-and-roll, rockabilly"
112,The Rolling Stones,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, british invasion, classic rock, protopunk, rock"
113,AC/DC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, australian rock, hard rock, rock"
114,Blueface,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"cali rap, trap music"
115,Zayn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, electropop, pop, post-teen pop"
116,Metallica,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal"
117,Frank Ocean,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative r&b, hip hop, lgbtq+ hip hop, pop, r&b, rap"
118,YG,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"cali rap, gangster rap, hip hop, pop, pop rap, rap, southern hip hop, trap music"
119,London Philharmonic Orchestra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"classical, late romantic era, norwegian classical, classical, classical performance, orchestra"
120,Lauv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, electropop, pop, post-teen pop"
121,Nirvana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"alternative rock, grunge, permanent wave, post-grunge, rock"
122,AJR,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"modern rock, pop"
123,Summer Walker,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative r&b, deep pop r&b, indie r&b, pop, r&b"
124,"YBN Nahmir, YBN Almighty Jay & YBN Cordae",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rap, trap music, vapor trap, trap music, vapor trap"
125,Anuel AA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"reggaeton flow, trap latino"
126,Lady Gaga,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, r&b, urban contemporary"
127,Five Finger Death Punch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"alternative metal, groove metal, nu metal, post-grunge"
128,Zac Brown Band,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country road, modern country rock"
129,Demi Lovato,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, post-teen pop, r&b"
130,TakeOff,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, pop rap, rap, southern hip hop, trap music"
131,Greta Van Fleet,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"modern blues rock, modern hard rock, rock"
132,"21 Savage, Offset & Metro Boomin",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, rap, trap music, atl hip hop, pop, pop rap, rap, trap music, hip hop, pop, pop rap, rap, southern hip hop, trap music, pop, pop rap, rap"
133,Jimmie Allen,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country pop"
134,Eric Church,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country road, modern country rock"
135,Jacquees,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, deep pop r&b, pop, pop rap, r&b, rap, trap music, urban contemporary"
136,Justin Bieber,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"canadian pop, dance pop, pop, post-teen pop"
137,Russ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"pop, rap"
138,Bon Jovi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, rock"
139,YNW Melly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trap music
140,Florida Georgia Line,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country pop, country road, modern country rock"
141,Lil Yachty,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap music"
142,Frank Sinatra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, easy listening, lounge"
143,A$AP Rocky,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"east coast hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap music"
144,Disturbed,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, nu metal, post-grunge, rap metal, rap rock"
145,Hozier,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"folk-pop, irish singer-songwriter, pop"
146,Andrea Bocelli,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"classical tenor, operatic pop"
147,George Strait,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country, country road"
148,Anne-Marie,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"dance pop, pop, post-teen pop, tropical house, uk pop"
149,Palisades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"metalcore, post-screamo, screamo, trancecore"
150,Lana Del Rey,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, electropop, pop"
151,Pink Floyd,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock"
152,Charlie Puth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, post-teen pop, viral pop"
153,Mariah Carey,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, r&b, urban contemporary"
154,Whitney Houston,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, r&b, urban contemporary"
155,Various Artists,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"hollywood, broadway, hollywood, show tunes, hollywood, post-teen pop, show tunes, dance pop, pop, post-teen pop, viral pop, movie tunes"
156,Nat King Cole,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, lounge, vocal jazz"
157,Vince Guaraldi Trio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, jazz trio, lounge"
158,Bing Crosby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, easy listening, lounge"
159,Pentatonix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a cappella
160,Perry Como,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"adult standards, brill building pop, christmas, easy listening, lounge, vocal jazz"
161,Gene Autry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, cowboy western, western swing"
162,Andy Williams,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"adult standards, brill building pop, christmas, easy listening, lounge, mellow gold, operatic pop, vocal jazz"
163,Paul McCartney,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"album rock, art rock, classic rock, folk rock, mellow gold, rock, soft rock"
164,Burl Ives,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"adult standards, american folk revival, christmas, lounge"
165,Josh Groban,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, operatic pop"
166,Kelly Clarkson,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"dance pop, neo mellow, pop, pop rock, post-teen pop, r&b, talent show"
167,Dean Martin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, easy listening, lounge, vocal jazz"
168,Brenda Lee,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"adult standards, brill building pop, christmas, easy listening, lounge, rockabilly"
169,John Legend,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"neo mellow, neo soul, pop, r&b, urban contemporary, adult standards, funk, motown, quiet storm, soul"
170,Carpenters,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"adult standards, christmas, folk, mellow gold, soft rock"
171,for KING & COUNTRY,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"anthem worship, ccm, christian alternative rock, christian indie, christian music, world worship, worship"
172,Jose Feliciano,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,latin pop
173,John Lennon,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"album rock, art rock, classic rock, folk rock, mellow gold, psychedelic rock, rock, soft rock, experimental rock"
174,Lindsey Stirling,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,bow pop
175,Gwen Stefani,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"australian pop, dance pop, europop, hip pop, pop, pop rock, post-teen pop, r&b, urban contemporary"
176,Bruce Springsteen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter, soft rock"
177,The Beach Boys,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"brill building pop, christmas, folk rock, psychedelic rock, rock, sunshine pop"
178,Chuck Berry,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"christmas, classic rock, folk rock, rock, rock-and-roll, rockabilly, soul"
179,Eric Clapton,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, blues-rock, classic rock, electric blues, mellow gold, rock, soft rock"
180,Jackson 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, motown"
181,Brett Eldredge,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country road, modern country rock"
182,Trans-Siberian Orchestra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"adult standards, christmas, neo classical metal, progressive metal"
183,Celine Dion,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"canadian pop, dance pop"
184,Sia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"australian dance, australian pop, dance pop, pop"
185,'N Sync,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"boy band, dance pop, europop, pop, post-teen pop"
186,Muse,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"modern rock, permanent wave, piano rock, post-grunge, rock"
187,Ella Fitzgerald & Louis Armstrong,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, jazz blues, swing, vocal jazz, adult standards, christmas, dixieland, jazz trumpet, new orleans jazz, swing, vocal jazz"
188,Prince And The Revolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"funk, minneapolis sound, motown"
189,Berlin Philharmonic/Mstislav Rostropovich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"classical, late romantic era, russian romanticism, classical, classical performance, orchestra, classical, classical cello, classical performance"
190,Upchurch,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"country rap, redneck"
191,Otis Redding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"christmas, classic soul, funk, memphis soul, soul, soul blues, southern soul"
192,Stevie Wonder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"adult standards, funk, motown, quiet storm, soul"
193,Reba,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country, country dawn, nashville sound"
194,P!nk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, post-teen pop, r&b"
195,Casting Crowns,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"anthem worship, ccm, christian alternative rock, christian music, world worship, worship"
