"","artist","song","WeekID","Peak.Position","Weeks.on.Chart","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","Month","Season","artist.pop","X","trap","hip.hop","indie","punk","rap","jazz","pop","metal","country","folk","bluegrass","house","rock","opera","classical","instrumental","funk","broadway","Year"
"2975","The Lumineers","Stubborn Love",2012-12-22,89,15,0.607,0.598,279000,0.56,0.0432,0,0.196,-11.679,1,0.0375,115.01,4,0.221,12,"Winter",1,298,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"2012"
"2976","The Lumineers","Ho Hey",2012-06-23,90,62,0.794,0.685,163133,0.466,2.06e-06,0,0.092,-9.074,1,0.0304,79.936,4,0.353,6,"Summer",0,298,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"2012"
"2977","The Mars Volta","The Widow",2005-03-19,97,2,0.616,0.225,350880,0.695,0.00515,9,0.297,-5.899,0,0.0397,101.068,3,0.105,3,"Spring",0,3070,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"2005"
"2978","The Naked Brothers Band","Crazy Car",2007-02-17,83,1,0.613,0.629,163800,0.722,0,7,0.314,-5.043,1,0.0259,112.187,4,0.56,2,"Winter",0,4022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"2979","The Neighbourhood","Sweater Weather",2013-06-22,98,37,0.05,0.612,240400,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398,6,"Summer",0,640,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2013"
"2980","The Offspring","Hit That",2003-12-20,74,15,0.028,0.707,169413,0.797,0,11,0.061,-3.032,0,0.0317,131.95,4,0.965,12,"Winter",0,2998,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"2003"
"2981","The Offspring","You're Gonna Go Far, Kid",2008-10-25,96,18,0.005,0.546,177827,0.905,0,0,0.211,-3.103,1,0.0671,126.12,4,0.598,10,"Fall",0,2998,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"2008"
"2982","The Offspring","Original Prankster",2000-11-25,74,9,0.001,0.663,220947,0.886,2.49e-05,2,0.284,-4.149,1,0.0358,146.803,4,0.942,11,"Fall",0,2998,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"2000"
"2983","The Pussycat Dolls","I Don't Need A Man",2007-05-12,93,1,0.048,0.776,219093,0.957,1.65e-05,7,0.099,-3.882,0,0.0436,105.85,4,0.757,5,"Spring",1,3825,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"2984","The Pussycat Dolls","Stickwitu",2005-10-22,85,26,0.289,0.652,207507,0.551,0,9,0.078,-6.299,1,0.052,79.995,4,0.372,10,"Fall",0,3825,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2005"
"2985","The Pussycat Dolls","When I Grow Up",2008-06-14,76,20,0.002,0.671,245680,0.685,0,11,0.398,-5.762,0,0.05,118.449,4,0.368,6,"Summer",2,3825,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2008"
"2986","The Pussycat Dolls","I Hate This Part",2008-12-13,79,20,0.066,0.756,218400,0.612,0,5,0.274,-4.371,1,0.0317,111.572,4,0.452,12,"Winter",2,3825,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2008"
"2987","The Raconteurs","Steady, As She Goes",2006-05-27,92,20,0.013,0.524,215267,0.578,0.00921,9,0.108,-4.563,1,0.12,123.669,4,0.537,5,"Spring",0,3993,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2006"
"2988","The Red Jumpsuit Apparatus","Face Down",2006-08-05,100,43,0.001,0.545,192000,0.932,0,7,0.127,-2.189,0,0.0399,92.956,4,0.465,8,"Summer",0,3258,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2006"
"2989","The Script","Nothing",2011-08-27,89,20,0.004,0.473,272213,0.833,0,2,0.118,-5.013,1,0.039,157.012,4,0.503,8,"Summer",2,899,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2011"
"2990","The Script","Breakeven",2009-12-19,96,43,0.173,0.63,261427,0.698,0,10,0.079,-4.51,1,0.0244,94.023,4,0.529,12,"Winter",0,899,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2009"
"2991","The Script","The Man Who Can't Be Moved",2010-08-21,96,6,0.425,0.609,241467,0.629,0,10,0.098,-5.024,1,0.0264,99.955,4,0.325,8,"Summer",1,899,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2010"
"2992","The Script","Superheroes",2014-10-04,88,9,0.002,0.491,245467,0.885,0,3,0.074,-4.121,1,0.0395,166.992,4,0.641,10,"Fall",0,899,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2014"
"2993","The Shins","Phantom Limb",2007-02-10,86,1,0.001,0.515,287533,0.871,0,9,0.088,-4.113,1,0.0367,119.869,4,0.498,2,"Winter",0,1128,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"2007"
"2994","The Strokes","Juicebox",2005-10-22,98,1,0.002,0.462,194573,0.981,0.00894,2,0.086,-2.371,0,0.127,154.995,4,0.547,10,"Fall",0,2809,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2005"
"2995","The Swon Brothers","Later On",2014-08-30,100,9,0.054,0.411,217160,0.903,0,2,0.104,-2.948,1,0.144,180.078,4,0.614,8,"Summer",0,2155,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"2014"
"2996","The Ting Tings","That's Not My Name",2008-12-20,96,26,0.045,0.755,310573,0.901,0.0373,9,0.363,-3.152,1,0.0893,145.042,4,0.959,12,"Winter",0,3140,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2008"
"2997","The Veronicas","Untouched",2008-12-13,62,20,0.017,0.557,255360,0.783,0.0172,6,0.151,-4.893,0,0.234,177.008,4,0.442,12,"Winter",0,3763,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2008"
"2998","The Veronicas","Take Me On The Floor",2009-06-20,99,2,0.003,0.61,210480,0.9,7.86e-06,11,0.272,-2.304,0,0.0453,139.969,4,0.621,6,"Summer",1,3763,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2009"
"2999","The Wallflowers","Sleepwalker",2000-10-28,73,6,0,0.505,212267,0.856,0,4,0.135,-6.865,0,0.0288,128.783,4,0.746,10,"Fall",0,2943,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2000"
"3000","The Wanted","We Own The Night",2013-08-31,94,1,0.006,0.553,205400,0.937,0,11,0.363,-4.056,1,0.12,103.97,4,0.548,8,"Summer",3,2572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2013"
"3001","The Wanted","Glad You Came",2012-01-28,85,37,0.059,0.756,198080,0.82,2.985e-05,7,0.11,-5.101,0,0.0654,126.91,4,0.41,1,"Winter",0,2572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2012"
"3002","The Wanted","Chasing The Sun",2012-06-16,93,15,0.247,0.643,198800,0.725,0,7,0.507,-6.167,0,0.0899,128.002,4,0.665,6,"Summer",1,2572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2012"
"3003","The Wanted","I Found You",2012-11-24,95,2,0.175,0.739,238613,0.786,0,9,0.708,-4.98,0,0.112,128.961,4,0.528,11,"Fall",2,2572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2012"
"3004","The Weeknd","Acquainted",2015-09-19,100,18,0.484,0.372,348853,0.477,0,7,0.084,-9.838,0,0.0497,101.097,4,0.254,9,"Fall",5,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2015"
"3005","The Weeknd","The Hills",2015-06-13,20,48,0.067,0.58,242253,0.565,0,0,0.135,-7.065,0,0.0488,112.986,4,0.138,6,"Summer",3,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2015"
"3006","The Weeknd","Real Life",2015-09-19,62,2,0.438,0.581,223373,0.653,0,11,0.351,-5.04,0,0.0506,90.726,4,0.346,9,"Fall",5,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2015"
"3007","The Weeknd","Privilege",2018-04-14,52,1,0.913,0.391,170573,0.595,0.00557,11,0.145,-7.094,0,0.0411,93.78,4,0.379,4,"Spring",19,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2018"
"3008","The Weeknd","Six Feet Under",2016-12-17,34,4,0.129,0.772,237573,0.504,0,6,0.125,-8.219,0,0.0761,140.035,4,0.244,12,"Winter",11,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2016"
"3009","The Weeknd","Earned It (Fifty Shades Of Grey)",2015-01-10,49,43,0.408,0.647,277680,0.291,0,2,0.077,-8.275,0,0.0363,119.839,3,0.4,1,"Winter",2,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2015"
"3010","The Weeknd","Wicked Games",2012-11-17,96,20,0.01,0.658,323747,0.591,5.27e-06,9,0.325,-5.197,1,0.0309,114.078,4,0.326,11,"Fall",0,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2012"
"3011","The Weeknd","Reminder",2016-12-17,99,17,0.142,0.705,218880,0.505,0,8,0.164,-6.923,1,0.192,160.043,4,0.391,12,"Winter",11,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2016"
"3012","The Weeknd","Call Out My Name",2018-04-14,4,18,0.211,0.449,228373,0.599,0,1,0.327,-4.892,1,0.0369,134.144,3,0.165,4,"Spring",19,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2018"
"3013","The Weeknd","A Lonely Night",2016-12-17,69,1,0.043,0.853,220173,0.663,8.65e-06,7,0.089,-6.955,0,0.0755,113.999,4,0.864,12,"Winter",11,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2016"
"3014","The Weeknd","False Alarm",2016-10-22,68,4,0.032,0.518,220307,0.676,3.62e-05,8,0.189,-6.373,0,0.0744,173.998,4,0.197,10,"Fall",9,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2016"
"3015","The Weeknd","Tell Your Friends",2015-09-19,54,3,0.265,0.565,334333,0.454,0,1,0.181,-11.091,0,0.0461,74.809,4,0.312,9,"Fall",5,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2015"
"3016","The Weeknd","True Colors",2016-12-17,48,2,0.284,0.624,206013,0.424,0,1,0.173,-8.237,1,0.24,76.669,4,0.584,12,"Winter",11,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2016"
"3017","The Weeknd","Die For You",2016-12-17,43,3,0.111,0.586,260253,0.525,0,1,0.134,-7.163,0,0.0615,133.629,4,0.508,12,"Winter",11,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2016"
"3018","The Weeknd","Wasted Times",2018-04-14,27,3,0.622,0.562,220293,0.674,2.04e-05,10,0.111,-6.049,0,0.0851,122.699,4,0.293,4,"Spring",19,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2018"
"3019","The Weeknd","Attention",2016-12-17,67,2,0.682,0.671,197653,0.428,2e-04,4,0.121,-7.054,0,0.124,148.041,4,0.36,12,"Winter",11,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2016"
"3020","The Weeknd","Party Monster",2016-12-10,39,19,0.188,0.572,249213,0.631,2.31e-05,1,0.259,-8.389,1,0.104,77.519,4,0.219,12,"Winter",10,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2016"
"3021","The Weeknd","In The Night",2015-09-19,100,20,0.08,0.505,235653,0.68,0,7,0.046,-4.99,1,0.0713,168.021,3,0.539,9,"Fall",5,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2015"
"3022","The Weeknd","Try Me",2018-04-14,26,2,0.622,0.466,221107,0.672,0.00108,8,0.147,-5.777,0,0.068,91.673,4,0.108,4,"Spring",19,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2018"
"3023","The Weeknd","Secrets",2016-12-17,47,2,0.016,0.665,265600,0.771,9.6e-06,0,0.46,-5.779,1,0.0533,109.945,4,0.764,12,"Winter",11,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2016"
"3024","The Weeknd","Ordinary Life",2016-12-17,72,2,0.028,0.544,221920,0.586,0,7,0.096,-7.486,0,0.0794,149.882,4,0.361,12,"Winter",11,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2016"
"3025","The Weeknd","Nothing Without You",2016-12-17,68,1,0.064,0.599,198653,0.635,0,1,0.088,-8.101,1,0.0679,109.919,4,0.194,12,"Winter",11,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2016"
"3026","The Weeknd","Love To Lay",2016-12-17,71,1,0.052,0.711,223293,0.807,0,7,0.214,-5.053,0,0.0608,116.971,4,0.699,12,"Winter",11,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2016"
"3027","The Weeknd","Often",2014-11-01,97,20,0.218,0.569,249040,0.629,0,7,0.135,-9.837,0,0.0485,134.035,4,0.073,11,"Fall",1,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2014"
"3028","The Weeknd","Can't Feel My Face",2015-06-27,24,41,0.112,0.705,213520,0.769,0,9,0.105,-5.526,0,0.0426,107.939,4,0.59,6,"Summer",4,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2015"
"3029","The Weeknd","Shameless",2015-09-19,79,2,0.146,0.603,253507,0.562,0,6,0.109,-8.311,1,0.0267,100.038,4,0.244,9,"Fall",5,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"2015"
"3030","The White Stripes","Seven Nation Army",2003-05-24,76,20,0.008,0.737,231733,0.463,0.447,0,0.255,-7.828,1,0.0792,123.881,4,0.324,5,"Spring",0,3047,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2003"
"3031","The White Stripes","Blue Orchid",2005-05-07,92,7,0.088,0.482,157560,0.642,7.34e-06,10,0.31,-8.535,0,0.325,151.323,4,0.6,5,"Spring",1,3047,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2005"
"3032","The White Stripes","Icky Thump",2007-05-12,28,17,0.021,0.424,254533,0.632,0.0117,9,0.054,-7.243,1,0.0922,97.694,4,0.356,5,"Spring",1,3047,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2007"
"3033","The White Tie Affair","Candle (Sick And Tired)",2009-03-21,93,8,0.001,0.557,230707,0.874,0,0,0.127,-5.729,1,0.0339,139.002,3,0.396,3,"Spring",0,3838,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2009"
"3034","The Wiseguys","Start The Commotion",2001-08-04,63,12,0,0.681,351640,0.971,0.781,1,0.775,-6.752,0,0.0607,119.905,4,0.961,8,"Summer",0,4838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2001"
"3035","The Wreckers","My, Oh My",2007-01-27,94,3,0.211,0.508,210187,0.843,4.16e-05,0,0.254,-4.433,1,0.0349,176.043,4,0.766,1,"Winter",0,4180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"2007"
"3036","The-Dream","Love King",2010-04-03,98,3,0.026,0.628,251827,0.678,0,10,0.123,-4.417,1,0.0297,83.995,4,0.36,4,"Spring",0,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2010"
"3037","Theory Of A Deadman","Not Meant To Be",2009-04-25,90,21,0.004,0.415,215400,0.781,0,1,0.126,-6.947,1,0.0357,142.966,4,0.261,4,"Spring",1,778,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"2009"
"3038","Theory Of A Deadman","Bad Girlfriend",2008-09-27,100,17,0.003,0.504,205627,0.957,0,0,0.187,-2.657,1,0.0529,135.013,4,0.676,9,"Fall",0,778,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"2008"
"3039","Thirty Seconds To Mars","Closer To The Edge",2011-05-21,99,1,0.01,0.502,273467,0.948,4.54e-06,6,0.081,-3.717,1,0.121,139.979,4,0.102,5,"Spring",2,554,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2011"
"3040","Thirty Seconds To Mars","This Is War",2009-12-26,72,1,0.066,0.404,326983,0.723,1.91e-06,6,0.233,-5.26,1,0.0571,160.048,4,0.225,12,"Winter",2,554,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2009"
"3041","Thirty Seconds To Mars","Kings And Queens",2009-10-31,94,5,0.04,0.293,347667,0.816,2.95e-05,8,0.13,-5.432,1,0.0844,164.982,4,0.148,10,"Fall",1,554,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2009"
"3042","Thirty Seconds To Mars","From Yesterday",2007-02-03,99,8,0.006,0.467,247373,0.876,0.00592,10,0.035,-4.841,1,0.0693,135.055,4,0.131,2,"Winter",0,554,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2007"
"3043","Thomas Rhett","Die A Happy Man",2015-10-10,92,30,0.381,0.66,227427,0.383,0,2,0.119,-9.377,1,0.0304,83.096,4,0.381,10,"Fall",3,49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2015"
"3044","Thomas Rhett","Marry Me",2017-12-23,97,19,0.113,0.588,205453,0.408,0,3,0.13,-8.662,1,0.0237,85.008,4,0.484,12,"Winter",3,49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2017"
"3045","Thomas Rhett","It Goes Like This",2013-06-29,96,22,0.117,0.543,186080,0.837,0,11,0.087,-6.448,1,0.0608,168.056,4,0.506,6,"Summer",1,49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2013"
"3046","Thomas Rhett","Something To Do With My Hands",2012-07-28,93,4,0.008,0.561,199347,0.932,4.97e-05,1,0.099,-4.443,1,0.0433,126.116,4,0.495,7,"Summer",0,49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2012"
"3047","Thomas Rhett","Life Changes",2018-07-07,92,14,0.105,0.687,190227,0.842,0,7,0.044,-4.382,1,0.058,87.968,4,0.778,7,"Summer",4,49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2018"
"3048","Thomas Rhett","Unforgettable",2017-08-19,68,20,0.032,0.663,157080,0.738,0.000225,7,0.086,-5.48,1,0.0303,130.02,4,0.825,8,"Summer",3,49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2017"
"3049","Thomas Rhett","T-Shirt",2016-03-19,92,20,0.032,0.647,227693,0.857,0,2,0.021,-5.381,1,0.0397,95.996,4,0.771,3,"Spring",4,49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2016"
"3050","Thomas Rhett","Get Me Some Of That",2014-01-25,94,20,0.073,0.549,187400,0.866,0,6,0.25,-5.306,1,0.0476,87.964,4,0.767,1,"Winter",2,49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2014"
"3051","Thomas Rhett","Sixteen",2018-11-24,91,6,0.015,0.707,178333,0.531,2.11e-06,1,0.175,-7.014,1,0.0273,106.992,4,0.417,11,"Fall",4,49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2018"
"3052","Thomas Rhett","Make Me Wanna",2014-11-29,99,20,0.037,0.545,225067,0.818,0,9,0.101,-6.38,1,0.0541,109.019,3,0.679,11,"Fall",3,49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2014"
"3053","Thompson Square","Glass",2012-06-23,100,11,0.299,0.576,231680,0.524,4.5e-06,1,0.13,-4.961,1,0.026,75.963,4,0.263,6,"Summer",2,2776,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2012"
"3054","Thompson Square","I Got You",2011-09-03,95,18,0.012,0.533,183867,0.799,0.000879,2,0.106,-2.594,1,0.0531,127.04,4,0.521,9,"Fall",1,2776,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2011"
"3055","Thompson Square","Are You Gonna Kiss Me Or Not",2011-01-01,92,20,0.039,0.485,184920,0.701,0,8,0.098,-3.807,1,0.0288,151.948,4,0.613,1,"Winter",0,2776,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2011"
"3056","Thompson Square","If I Didn't Have You",2012-11-17,98,20,0.063,0.549,202907,0.805,5.26e-06,6,0.343,-3.431,1,0.0277,147.91,4,0.53,11,"Fall",3,2776,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2012"
"3057","Thompson Square","Everything I Shouldn't Be Thinking About",2014-02-01,95,12,0.043,0.68,178467,0.947,1.18e-05,8,0.204,-3.703,1,0.0338,115.983,4,0.895,2,"Winter",3,2776,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2014"
"3058","Three Days Grace","Never Too Late",2007-07-28,100,20,0.008,0.433,209333,0.778,0,2,0.163,-4.68,0,0.0371,149.864,4,0.217,7,"Summer",2,634,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"2007"
"3059","Three Days Grace","Animal I Have Become",2006-05-06,95,20,0.001,0.553,231400,0.853,0,8,0.126,-3.668,1,0.0339,122.023,4,0.506,5,"Spring",0,634,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"2006"
"3060","Three Days Grace","Pain",2006-12-16,98,20,0.008,0.416,202973,0.741,0,7,0.273,-4.001,1,0.0335,160.515,4,0.286,12,"Winter",1,634,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"2006"
"3061","Three Days Grace","Break",2009-09-26,91,20,0.001,0.578,193107,0.897,0,0,0.092,-3.906,1,0.0357,115.491,4,0.737,9,"Fall",2,634,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"2009"
"3062","Thriving Ivory","Angels On The Moon",2009-01-31,92,9,0.245,0.502,252800,0.791,0,10,0.102,-3.221,1,0.0331,75.676,4,0.207,1,"Winter",0,3475,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2009"
"3063","Tiesto","Red Lights",2014-03-29,97,13,0.001,0.654,262200,0.83,1.13e-06,10,0.121,-4.801,1,0.0366,124.989,4,0.548,3,"Spring",0,1941,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"2014"
"3064","Tim McGraw","Real Good Man",2003-07-12,78,20,0.01,0.56,254600,0.827,1.13e-05,2,0.328,-5.393,1,0.0266,89.93,4,0.639,7,"Summer",6,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2003"
"3065","Tim McGraw","Southern Girl",2013-08-10,100,20,0.043,0.746,255480,0.77,0,7,0.438,-4.564,1,0.0258,110.029,4,0.925,8,"Summer",4,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2013"
"3066","Tim McGraw","She's My Kind Of Rain",2003-03-01,76,20,0.13,0.472,255973,0.588,0,0,0.151,-8.374,1,0.0254,75.999,4,0.314,3,"Spring",6,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2003"
"3067","Tim McGraw","Some Things Never Change",2000-05-13,76,14,0.347,0.575,236600,0.496,0,4,0.124,-10.068,1,0.026,89.958,4,0.414,5,"Spring",6,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2000"
"3068","Tim McGraw","Still",2010-05-08,91,1,0.261,0.413,224147,0.612,0.000875,1,0.132,-6.625,1,0.0276,173.412,4,0.23,5,"Spring",6,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2010"
"3069","Tim McGraw","Southern Voice",2009-11-07,61,18,0.045,0.63,242427,0.877,0,9,0.113,-4.106,1,0.0321,112.051,4,0.758,11,"Fall",6,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2009"
"3070","Tim McGraw","Top Of The World",2015-10-31,99,13,0.29,0.675,233973,0.791,0,8,0.485,-5.64,1,0.0383,141.217,4,0.943,10,"Fall",4,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2015"
"3071","Tim McGraw","Nothin' To Die For",2009-02-28,97,11,0.054,0.481,253640,0.786,0,10,0.076,-5.654,1,0.0288,153.105,4,0.389,2,"Winter",5,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2009"
"3072","Tim McGraw","My Next Thirty Years",2000-10-21,73,20,0.265,0.605,217733,0.804,4.93e-06,5,0.345,-7.521,1,0.0363,98.866,4,0.601,10,"Fall",7,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2000"
"3073","Tim McGraw","Watch The Wind Blow By",2003-12-13,75,20,0.092,0.517,276400,0.608,0,10,0.071,-7.206,1,0.0265,62.65,5,0.506,12,"Winter",6,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2003"
"3074","Tim McGraw","The Cowboy In Me",2002-01-12,65,20,0.076,0.488,244507,0.569,1.06e-06,2,0.08,-7.323,1,0.0294,71.92,4,0.153,1,"Winter",7,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2002"
"3075","Tim McGraw","My Old Friend",2005-12-03,97,13,0.212,0.463,217067,0.819,0.000268,4,0.06,-7.662,1,0.0357,183.998,4,0.591,12,"Winter",7,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2005"
"3076","Tim McGraw","Better Than I Used To Be",2011-12-31,81,20,0.175,0.452,201000,0.566,1.24e-05,5,0.089,-5.964,1,0.0292,138.154,4,0.407,12,"Winter",5,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2011"
"3077","Tim McGraw","Shotgun Rider",2014-10-18,97,20,0.2,0.394,249427,0.718,4.03e-06,7,0.137,-4.919,1,0.0378,124.792,3,0.532,10,"Fall",5,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2014"
"3078","Tim McGraw","Humble And Kind",2016-02-13,95,20,0.679,0.355,259267,0.48,2.28e-06,11,0.12,-7.31,1,0.0282,100.956,3,0.137,2,"Winter",4,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2016"
"3079","Tim McGraw","Last Dollar (Fly Away)",2007-03-17,96,15,0.245,0.475,245363,0.613,0,4,0.13,-4.631,1,0.0377,207.506,4,0.702,3,"Spring",6,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2007"
"3080","Tim McGraw","When The Stars Go Blue",2006-04-15,57,20,0.357,0.445,235280,0.682,7.28e-06,10,0.109,-6.686,1,0.0289,181.64,4,0.631,4,"Spring",7,387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2006"
